Review Title,Rating,Review Body,Review Date,Sentiment
No title,No rating,Lo compré por que estaba a un precio muy bueno,8 June 2024,Neutral
No title,No rating,"Pas de surprise, excellent rapport performance/prix",15 February 2024,Positive
No title,No rating,Schnelle Lieferung! Alles super!,30 January 2024,Positive
No title,No rating,"Scalda pochissimo ed è perfetto per un uso casalingo, come navigazione internet, pacchetto office, youtube",16 January 2024,Neutral
No title,No rating,"Gute Preis/Leistung. Sparsam und für den normalen, nicht spielenden Office PC User vollkommen ausreichend.",9 November 2023,Neutral
No title,No rating,"Il processore in sé é ottimo. Reattivo e performante nelle applicazioni standard (internet, ufficio) però va messo in conto un dissipatore perché quello stock è rumoroso e inefficiente.",12 October 2023,Neutral
No title,No rating,Ideal for my use.,17 September 2023,Positive
No title,No rating,"Funciona perfectamente, a pesar de ser in i3 el P C funciona muy fluido.",13 September 2023,Neutral
No title,No rating,"Sert aussi a mon PC PC MSI MPG B760I EDGE WIFI  Intel I3 13100 4300mhz et carte Radeon RX7600qui affiche la 4K sur l’écranFonctionne à  4300mhz  sur 2 cores et 4500mhz sur un coreTout à fait satisfaisant, excellente réactivité, activité modélisation CAO 3D, Prusa Slicer",29 August 2023,Neutral
No title,No rating,"Intel® Core™ i3-13100 Desktop 12MB Cache, instalado y funcionando perfectamente en placa asus tuf gaming b 760m plus.El envío también llego muy rápido.",31 July 2023,Neutral
No title,No rating,Un procesador muy bueno y rapido,28 July 2023,Neutral
No title,No rating,Abbinato a una buona configurazione scheggia,27 June 2023,Neutral
No title,No rating,"CPU Intel Core i3 di tredicesima generazione molto prestante, si può usare sia per il gaming che per il lavoro a livello professionale. L'ho testato un pò e posso dire che funziona davvero bene, non ha dato segni di cedimento e non si surriscalda in modo eccessivo.E' stato consegnato dovutamente imballato e nei giorni previsti da Amazon!",7 June 2023,Positive
No title,No rating,"neuer i3 für Bürocomputer MSOffice etc. vollkommen ausreichend, Leistung passt.",6 April 2023,Neutral
No title,No rating,Come prestazioni è meglio di un i7 serie 7.Inoltre essendo un 4 core va bene anche per il gaming.,31 March 2023,Neutral
