Review Title,Rating,Review Body,Review Date,Sentiment
Awesome product,5.0 out of 5 stars,Good condition and working properly,13 March 2023,Positive
No title,No rating,Bonsoir le colis à été livré sans le processeur à l'intérieur faites très attention .,22 June 2024,Neutral
No title,No rating,"what a sexy chip this is easy to install lighting fast , 10 cores 16 threads. very happy. would defiantly recommend .",13 June 2024,Positive
No title,No rating,Un ventirad reçu mais le processeur lui n’était pas là je demande le remboursement,13 June 2024,Neutral
No title,No rating,"Processador muito forte,empurra do tranquilo rtx 4060 ao limite.",12 June 2024,Neutral
No title,No rating,"n'achetez pas, appart si vous voulez recevoir une boite avec juste un ventirad.",11 June 2024,Neutral
No title,No rating,"I ( also, I am NOT THE ONLY commenter in this case ) received only a FAN in my order, DONT BUY IT",9 June 2024,Positive
No title,No rating,Ce processeur est très rapide. Parfait. Rien à redire.,23 May 2024,Neutral
No title,No rating,très bien comme processeur,18 May 2024,Neutral
No title,No rating,"Es muy buen procesador, lo ocupo para multitudes y funciona de maravilla, puedo jugar y grabar o transmitir al mismo tiempo sin que disminuyan fps, lo único malo el disipador de stock, se necesita cambiarlo a la brevedad, al inicio con el la temperatura llegaba hasta los 100°C jugando y grabando, obvio nada recomendable, ya con disipador de torre la temperatura anda en los 50°C como máximo.",13 May 2024,Negative
No title,No rating,Como esperaba,9 May 2024,Neutral
No title,No rating,Macht das was er soll der Wechsel von i5 3470 auf 13400f ist Hammer gut,6 May 2024,Neutral
No title,No rating,Ottimo articolo.,5 May 2024,Neutral
No title,No rating,"Muitos falam que ele esquenta muito porém aqui está normal temperatura legal, melhor custo benefício Intel",2 May 2024,Positive
No title,No rating,Bon processeur pour gaming et bureautique,30 April 2024,Neutral
No title,No rating,Un procesador rápido en todas las tareas de instituto como PowerPoint Excel CanvasCon un 7800xt nada de cuello de botellaViene con una refrigeración por aire mejor que generaciones pasadas y pasta termica preaplicada,23 April 2024,Positive
No title,No rating,Bang for the buck!,23 April 2024,Neutral
No title,No rating,"Very happy, I upgrade from an i5 9th gen 9600KF, night and day on some game !Very chill in temp with my arctis freezer II 280mm, 40-50° in game",22 April 2024,Positive
No title,No rating,"Comprato usato come nuovo, c'era solo la scatola danneggiata, in poche parole e arrivato solo il dissipatore ma la CPU mancava, oltretutto la ventola del dissipatore era rotta, non so se è partita così o se è stata la delicatezza del postino nel lanciare il pacchetto al momento della consegna, ho restituito il prodotto subito...",13 April 2024,Neutral
No title,No rating,Sehr schneller CPU .mein neuer PC läuft schneller denn je und ohne Probleme....,5 April 2024,Neutral
No title,No rating,Optimale Preis-/Leistung-Verhältnis!,5 April 2024,Neutral
No title,No rating,Anche essendo l’i5 più piccolo fa egregiamente il suo dovere. Mai un problema o un blocco nonostante abbia il suo dissipatore stock. Lo uso per produttività e qualche piccolo gioco. Consigliato,5 April 2024,Neutral
No title,No rating,a good gaming cpu,4 April 2024,Positive
No title,No rating,"Lo sto provando adesso che scrivo questa recensione, trovo che sia prestazionalmente come il suo predecessore, il 12400f, con 100Mhz in più che nemmeno si percepiscono, forse con l'architettura un po' migliorata mi sembra più reattivo, ma è una sensazione probabilmente, dati alla mano siamo li.Come il 12400f con però 4 Ecore in più che probabilmente in ambiente produttivo danno quel pizzico di calcolo in più che non guasta.Quindi 10 core e 16 threads con un clock di 4Ghz in gaming va molto beneCome sempre blindatissimo, non è sbloccato, si possono regolare solo le frequenze delle ram, il processore quello è e quello rimane, in questo Intel purtroppo è sempre stata molto tirchia, o prendi la serie K o non cambi neanche una virgola.A parte questa scelta filosofico-commerciale, questo processore va che è una favola, con una 3070 ci gira bene un po' tutto e per quel pugno di watt che consuma non scalda neanche granchè.Io l'ho preso in un momento in offera a 180€ e credo che nel prossimo futuro riscenderà a queste cifre, per un pc da gaming per così dire ""entry level"" a quel prezzo è un buon'affare.",26 March 2024,Negative
No title,No rating,ottimo venditore ed ottimo prodotto,17 March 2024,Neutral
No title,No rating,"Sai de um i3 12400f pra ele e deu uma grande diferença nos jogos, único problema é a temperatura alta, mas isso um Air cooler bom já resolve",16 March 2024,Positive
No title,No rating,This CPU is well priced and very fast for the price. Very happy customer indeed. Highly recommended!,9 March 2024,Positive
No title,No rating,Fonctionne bien dés la première utilisation.,28 February 2024,Neutral
No title,No rating,"Processador muito bom,o único problema é a temperatura,vai precisar de um sistema de refrigeração mais robusto",16 February 2024,Neutral
No title,No rating,Articolo danneggiato si può avere il reso grazie,6 February 2024,Neutral
No title,No rating,"I like intel CPU's and I know this one is good value for money. However, the internal box came damaged while the main amazon box was fine, meaning Amazon packed an already damaged product",6 February 2024,Positive
No title,No rating,Good,14 January 2024,Positive
No title,No rating,Nix,14 January 2024,Neutral
No title,No rating,"I knew there was two versions of the i5-13400f based on Alder and Raptor. But the Raptor was as rare as hens teeth in retail, supposedly kept for the OEM market and for slightly more power and without a boxed cooler. Well what did I get? The Raptor around 5% quicker than Alder, anything quicker in pc gaming is a plus. LolYou can also recognize Stepping B0 (Raptor Lake) in a better catalog by the S-Spec code, which is SRMBG. It differs from Stepping C0 (Alder Lake, S-Spec code SRMBN) in the last letter of the designation – “G” instead of “N” Check the CPU die as per my picture. It also shipped with the Laminar RM1 cooler on my MSI MAG Tomahawk WIFI DDR5. Happy days! Check the net for more tech by inputting the two spec codes above. I’m playing Cyberpunk 2077 and an RTX 4060 TI at 1440P everything on ultra using Super DLSS and getting near 100FPS. Bearing in mind it’s both CPU and GPU intensive. Superb processor!",8 January 2024,Positive
No title,No rating,Would recommend this cpu to anyone it is so quick doesn't break a sweat !,6 January 2024,Positive
No title,No rating,Abbinata ad una scheda video gtx 3060 ti il processore a massima risoluzione nei giochi non va oltre e il 40 percento. Sembra strano ma risponde perfettamente al gaming.Non c'è bisogno di andare sui i7 o i9. Per giocare basta e avanza il i5 13400Da sempre amd . oggi Intel. Penso sia migliore. Almeno fino ad ora. In estate vedremo se e quanto riscalda,4 January 2024,Competition Sentiment
No title,No rating,"Le produit me convient énormément, je l’ai eu au bout de 2 jours et très bien emballé.",2 January 2024,Neutral
No title,No rating,Top cpu alles ok,23 December 2023,Positive
No title,No rating,Ce n'est pas le meilleur rapport performances prix mais le processeur reste très bon pour faire tourner n'importe quel jeu en 1440p ultra à 165 hz (pour mon cas)  Je le conseille fortement car c'est un des meilleurs en milieu de gamme,23 December 2023,Neutral
No title,No rating,Muito bom desempenho e a entrega foi feita dentro do prazo ! Tudo perfeito!,21 December 2023,Neutral
No title,No rating,"livré rapidement  , avec un ventirad d origine nickel",18 December 2023,Neutral
No title,No rating,Tutto ok ..consegna e funzionamento soddisfata,9 December 2023,Positive
No title,No rating,"Vendredi 8 décembre 2023 je reçois mon colis.  la boite du possesseurs ouvert avec seulement le dissipateur thermique et sans possesseurs,pour info le carton de livraison lui été pas ouvert seulement la boite du possesseurs été ouvert",9 December 2023,Neutral
No title,No rating,nan,8 December 2023,Neutral
No title,No rating,"Heureux de recevoir mon article, la boîte du processeur est arrivée dans un état très moyen et ouverte.Évidemment le processeur n’est plus dans la boîte…Quelle déception",7 December 2023,Neutral
No title,No rating,"The media could not be loaded.
                



I received my box today with a delay of almost a week and as if that wasn't enough the box arrived all damaged and opened",7 December 2023,Negative
No title,No rating,"Lo he montado con una 4070 y va perfecto, la mejor compra de componentes que he hecho",4 December 2023,Positive
No title,No rating,Bought it as an upgrade from my last and it has been perfect so far.,3 December 2023,Positive
No title,No rating,Tutto benissimo. Processore ottimo e tempi di consegna perfetti,29 November 2023,Neutral
No title,No rating,Se potessi dare 0 stelle le darei,28 November 2023,Neutral
No title,No rating,"installer sur ma config de gamer, il répond bien , associé à une bonne carte graphique , il vous permettra d'avoir un ordinateur puissant pour pouvoir jouer pendant des heures",25 November 2023,Neutral
No title,No rating,PRODUTO DE ACORDO COM MINHAS EXPECTATIVA,15 November 2023,Future Expectations
No title,No rating,"Ottimo acquisto, consigliato in questo periodo considerato che costa 50€ in meno rispetto a quando lo acquistai io . A livello qualitativo lo consiglio sicuramente ha prestazioni ottime per il mio computer da media alta fascia. ...",11 November 2023,Positive
No title,No rating,Produto excelente. Cumpre o que promete,3 November 2023,Neutral
No title,No rating,Produto muito bom chegou rapido,2 November 2023,Neutral
No title,No rating,"ho comprato un paio di giorno fa questo articolo, vado per assemblare il pc apro e vedo la ventola rotta, ho scritto al venditore ma mi han scritto che gli uffici erano chiusi, ho riscritto e ancora niente, quindi ho deciso di fare la recensione",23 October 2023,Neutral
No title,No rating,Die CPU ist sehr gut und sehr empfehlenswert mit einer RTX 3060ti,7 October 2023,Negative
