Review Title,Rating,Review Body,Review Date,Sentiment
No title,No rating,"Per la quinta volta in vita mia ho scelto un Intel e non ho sbagliato.Fermo restando la necessità indiscutibile di avere un raffreddamento adeguato, questa è una CPU molto felice di salire in clock per fatti suoi, boostare su multipli core se necessario o di accontentarsi di un filo di corrente se non sta facendo niente di pesante.Prima di questa avevo un i7 7920x e mi è pianto il cuore a cambiarlo, ma tutto sommato dopo sei mesi, non posso lamentarmi del cambiamento.Respira bene e non da mai l'impressione di stare annegando nelle task, tiene dietro alla 3080ti senza fatica e non ho mai avuto l'ombra dell'impressione che rappresentasse un collo di bottiglia.In definitiva, ne sono soddisfatto.",16 April 2024,Competition Sentiment
No title,No rating,"Vengo de un Intel i5 9600k, y de momento no he notado grandes diferencias. Pero igual para ver todo su rendimiento debo acompañarlo con piezas acorde a lo que es. Igual unas rams a su medida y un m2 pc 4.0 y ver que pasa.",8 April 2024,Negative
No title,No rating,"Je passe d'un i9-9900KF avec DDR4 3200 MHz à ce i7-13700F avec DDR5 VENGEANCE 7200 MHz 2x16 Go (CMK32GX5M2X7200C34), c'est nettement plus performant, c'est au moins deux fois plus rapide, fluide et réactif. Tout est stable grâce à la carte mère Mini ITX ASUS ROG Strix B760-I Gaming WiFi. Mes applications s'ouvrent désormais instantanément. La bande passante mémoire sous AIDA est XXL du jamais vu (plus de 100 giga octets par seconde) . Score de 29900 sous Cinebench R23, et environ 29000 avec la sécurité température à 90°C activée dans le BIOS (très bonne option pas prise de tête).Oui ça monte vite en température, sous contrainte à 100% on atteint les 100°C très vite, du coup j'ai adjoint un watercooling Cooler Master MasterLiquid Lite 120 au boîtier Silverstone SST-SG13B pour bien refroidir, auquel j'ai remplacé le ventilo stock par deux ventilos ARCTIC BioniX P120 montés en push pull, du grand bonheur rafraichissant. Il fallait vraiment ça. Idle 32-34 °C avec une température ambiante de 18 °C. J'ai un doute pour cet été.",19 January 2024,Positive
No title,No rating,"es macht was es soll....Preis Leistung ist auch ok....könnte wie immer noch besser sein, aber will nicht meckern. sonst gibt es nichts negatives (bis jetzt) zu berichten",27 December 2023,Neutral
No title,No rating,Die Cpu ist in der Preis Leistung super. Der mitgelieferte Kühler ist unbrauchbar. Kühlt die Cpu aus meiner Sicht unzureichend und ist sehr laut.,21 December 2023,Negative
No title,No rating,"Viel Power, deutlich besser als AMDWird auch unter Vollast nicht zu heiss",6 October 2023,Competition Sentiment
No title,No rating,ho montato questo processore su una buil abbastanza spinta. chi mastica di informatica già lo sa quindi se c'è qualcuno che è indeciso posso solo dire che non se ne pentirà,24 September 2023,Negative
No title,No rating,"Adoro esta CPU, buen rendimiento en todo, no pasa de 65/70 grados en gaming y no pasa de 80w de consumo da igual que juego pongas ( yo le puse una aio de 360 de 75€) estoy muy satisfecho la verdad.",18 September 2023,Negative
No title,No rating,"produto é ótimo, veio em perfeitas condições, só a entrega atrasou um pouco, mas coisa pouca.",30 August 2023,Neutral
No title,No rating,Habe dieses Produkt schnell bekommen und funktioniert einfach nur toll!,29 August 2023,Neutral
No title,No rating,Lo consiglioOltre la CPU c'è un ventola,10 August 2023,Neutral
No title,No rating,Ho fatto il reso perché le specifiche erano inferiori al 13700KF nonostante il prezzo uguale,22 July 2023,Neutral
No title,No rating,"Habe nur die CPU getauscht von einer älteren i7 Generation und in Spielen, die sehr CPU Lastig sind (zB Watchdogs und Rainbow 6 Siege) teilweise über 100 FPS mehr bei gleicher GPU wie vorher.Die neuen Generationen sind auf jeden Fall ein Upgrade wert. Und 24 Cores sind auch genial, könnte schon fast eine Server CPU sein",5 July 2023,Negative
No title,No rating,Super speed .. wish price were cheaper but great quality 👌,19 June 2023,Future Expectations
No title,No rating,"Un procesador de lo mejor, puede con todo lo que le pongas, lo que no me ha gustado es que se calienta demasiado, suele trabajar en 60 - 70ºC, incluso llega en ocasiones a los 80ºC.Por todo lo demás tiene potencia de sobra para todo.",18 May 2023,Positive
