Review Title,Rating,Review Body,Review Date,Sentiment
Nothing can beat intel,5.0 out of 5 stars,Was using amd cpu untill now. Cpu died in 2 year only. Now back to intel. Dad of AMD .,15 January 2023,Competition Sentiment
This processor is a beast 🔥,5.0 out of 5 stars,"I brought this processor for my gaming/workstation build .Combining this processor with nzxt 360 mm liquid cooling AIO , things went smoothly.It can handle literally all heavy tasks like 3d rendering , simulation , gaming , yet keeps temprature at 40c .Highly recommended for best gaming rigs .Note: 4th gen ssd is a plus for the build ... Otherwise there might be bottleneck with gen3 ssds while doing 3d rendering works .",30 August 2022,Positive
Overpriced. Should be around 55-58 even with 18%GST.,1.0 out of 5 stars,Product is good Price is high wait for prices to go down dont buy overpriced products. It's gives seller more power over us.,22 February 2022,Positive
No title,No rating,love it fast easy to install would buy again if i  need one,24 June 2024,Positive
No title,No rating,I used this to upgrade a system I built two years ago.  I was going t use a 14th gen i9.  but for all the issues I have heard and read about with the 13th and 14th gen i9's having I went safe route.  I hate to have a computer crash cause of manufacture intel 13th and 14th gen i9 defects!!!!,22 June 2024,Negative
No title,No rating,Make sure you have a good Aio  NOT an msi core liquid v2 360 because that one died on me and this was seeing 80-90c idle other than that this processor is pretty good when its cooled properly.,6 June 2024,Positive
No title,No rating,Is 50c high?  Feels like it to me... under really heavy loads barley his 60. I have liquid cooling cpu & gpu aids and 9 fans.  Still seems high IDK,11 May 2024,Positive
No title,No rating,"Excellente procesador, buen precio, recomiendo al vendedor 100%.",24 April 2024,Neutral
No title,No rating,Bueno al momento de instalar si tenía un poco de miedo pero bueno todo salió bien hay que seguir probándolo para ver qué tal va,23 March 2024,Neutral
No title,No rating,Merci,20 March 2024,Neutral
No title,No rating,Calidad y precio,19 March 2024,Neutral
No title,No rating,works perfectly under load. work mostly on architecture and rendering,4 March 2024,Positive
No title,No rating,This CPU has been put into my Unraid server so I could take advantage of the onboard video for Plex.  My previous AMD system I need a discrete graphics card to do the same thing.  This new CPU worked perfectly for my use case.,4 March 2024,Competition Sentiment
No title,No rating,Just a quick swap from a I5 to this on a 660 moboNoticed a difference right away in cities skylines 2That's all I needed,3 March 2024,Neutral
No title,No rating,"Ich hab ihn zurückgesendet da ich mittlerweile mein komplettes System umgestellt habe,aber der Prozessor ist top.",26 February 2024,Positive
No title,No rating,Bien,14 February 2024,Neutral
No title,No rating,"Faster Read, Write speeds than I-7. Easy Install. I recommend a Liquid cooler if you Overclock--otherwise the revved Fan noise will irritate you.I returned one -new unopened because the Motherboard I ordered for it arrived Damaged.",6 January 2024,Positive
No title,No rating,If someone ever asks you 'what is a GPU bottleneck' buy them a 12900k lmao.It's so good.,4 January 2024,Positive
No title,No rating,Bien empacado y nuevo.,7 December 2023,Neutral
No title,No rating,"It's not the latest gen but an overclocked I9 12th gen is more than enough for almost any gaming.  Overclocked it does demand some serious cooling, but anyone who overclocks would expect that.",1 December 2023,Future Expectations
No title,No rating,"It took me less than 15 minutes to take out my current 1700 series CPU (i7 12700K) and add in this new one.  Removed the AIO cooler, cleaned off the thermal paste, applied new past after inserting and wala' it's up and running like a champ.  I'm not a gamer, so yes I understand it's not a huge bump in performance for those applications. Video Editing is another story.",26 November 2023,Positive
No title,No rating,Si quieres jugar un poco y hacer cosas profesionales este seria el indicado por la distribución de núcleos que tiene.,26 November 2023,Neutral
No title,No rating,"Had a 11900K prior to this one, and as fast as it was even being overclocked to 5.3 ghz - the 12900K is just simply better. Put a minor overclock to 5.2 ghz and it's been so nice. P cores are freed up to do what they're supposed to do. E cores do the chores! Was hot at first before undervolting, but now that's done and temps are high 70s with a 360 mm Corsair AIO. Paired up with a Z690 from MSI and a RTX 3090 it's just the perfect combo. 12900K is completely free to do the data processing for the game, and 3090 handles the graphics side in all my triple A titles without needing to borrow from the system memory at all - needing to pull data through the processor. Resizable bar enabled and it's been awesome. Was worth every penny.",22 November 2023,Positive
No title,No rating,Very good,20 November 2023,Positive
No title,No rating,"the CPU run fast and stays cool, the performance was great ,test run at 5.2Ghz the temperature not over heat.run with my  solidworks software that cpu was great.",17 November 2023,Positive
No title,No rating,"I love the Intel i9 unlocked processor. I have always used Intel and will continue to do so. All of my games operate smoothly, the graphics are amazing used with the correct moniter and Gpu. In my opinion Intel beats Ryzen hands down.",2 November 2023,Positive
No title,No rating,This CPU has 24 threads and 16 cores (8E cores and 8P cores) which really makes difference when dealing with 3d graphics and to prevent bottleneck issuesDoesn't cause a CPU and GPU bottleneck as I only get about 45% GPU usage and stay under 10% load in most AAA titles like Destiny or Call of Duty.CinebenchR23 BenchmarksUsing CINEBENCH R23 I got a score of 27552 which is roughly 70 % of top performing CPU score of  43640.Using Geek Bench 6 testI got a Single core score of 2601 which is roughly 83 % of top performing CPU score of  3097 And a multi-core score of 12821 which is roughly 56 % of top performing CPU score of  21742,31 October 2023,Positive
No title,No rating,Fast shipping and great product,24 October 2023,Positive
No title,No rating,I bought this thinking it came with the whole case and everything but it came in a cheap little box that was half crushed.,16 October 2023,Negative
No title,No rating,Bought on sale.My rig placed in the 97 percentile. The pc is overclocked.The processor is running cool and stable. No issues yet.Would recommend,13 October 2023,Positive
No title,No rating,"I bought it with price lower than I7-13700, which was very good choice and happy with the decision",5 October 2023,Positive
No title,No rating,Good,3 October 2023,Positive
No title,No rating,great price easy to install,27 September 2023,Positive
No title,No rating,"This CPU is top quality, it is easy to install and works great for gaming, it stays cool and I have had no problems with it.",25 September 2023,Positive
No title,No rating,"Bought this CPU on sale, and it runs fast and stays cool. Mine is running at 5.2 ghz with temps in the 40's on AIO on an ASRock Z790m ITX. I am super impressed at this combination of speed and reasonable temps. Have not gamed yet, but I expect killer performance!!",24 September 2023,Future Expectations
